"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occ_class_c" "occ_subclass_c" "occupation" "population" "HISCO"
"54877" "Fabricage van bisquit" "D" "14
---
15

1875
  ---
1874" "M" "O" "X" "XVI" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/b_/Fabricage_van_bisquit>" 3 "77610"
"54878" "Fabricage van blik" "A" "51
---
60

1838
  ---
1829" "M" "G" "Weesp" "X" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/X/b_/Fabricage_van_blik>" 1 "21110"
"54880" "Fabricage van blik" "A" "36
---
50

1853
  ---
1839" "M" "G" "Amsterdam" "X" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/X/b_/Fabricage_van_blik>" 1 "21110"
"54882" "Fabricage van bond" "D" "51
---
60

1838
  ---
1829" "M" "G" "Nieuwer Amstel" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIV/c_/Fabricage_van_bond>" 1 "79200"
"54883" "Fabricage van bond" "D" "36
---
50

1853
  ---
1839" "V" "O" "Nieuwer Amstel" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIV/c_/Fabricage_van_bond>" 1 "79200"
"54884" "Fabricage van bond" "D" "18
---
22

1871
  ---
1867" "V" "O" "Nieuwer Amstel" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIV/c_/Fabricage_van_bond>" 1 "79200"
"54885" "Fabricage van bont" "A" "61
---
65

1828
  ---
1824" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "21110"
"54887" "Fabricage van bont" "A" "66
---
70

1823
---
1818" "M" "G" "Haarlem." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIV/c_/Fabricage_van_bont>" 1 "21110"
"54889" "Fabricage van bont" "A" "36
---
50

1853
  ---
1839" "M" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "21110"
"54891" "Fabricage van bont" "A" "51
---
60

1838
  ---
1829" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 2 "21110"
"54893" "Fabricage van bont" "A" "36
---
50

1853
  ---
1839" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 5 "21110"
"54895" "Fabricage van bont" "A" "36
---
50

1853
  ---
1839" "M" "G" "Haarlem." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIV/c_/Fabricage_van_bont>" 1 "21110"
"54897" "Fabricage van bont" "A" "25
---
35

1864
  ---
1854" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 2 "21110"
"54899" "Fabricage van bont" "D" "16
---
17

1873
  ---
1872" "M" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54903" "Fabricage van bont" "D" "14
---
15

1875
  ---
1874" "M" "O" "Hilversum" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54907" "Fabricage van bont" "D" "18
---
22

1871
  ---
1867" "M" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 6 "79200"
"54911" "Fabricage van bont" "D" "36
---
50

1853
  ---
1839" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 9 "79200"
"54915" "Fabricage van bont" "D" "18
---
22

1871
  ---
1867" "V" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 6 "79200"
"54919" "Fabricage van bont" "D" "23
---
24

1866
  ---
1865" "M" "O" "Alkmaar." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54923" "Fabricage van bont" "D" "23
---
24

1866
  ---
1865" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54927" "Fabricage van bont" "D" "14
---
15

1875
  ---
1874" "V" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54931" "Fabricage van bont" "D" "23
---
24

1866
  ---
1865" "M" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 3 "79200"
"54935" "Fabricage van bont" "D" "25
---
35

1864
  ---
1854" "V" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 3 "79200"
"54939" "Fabricage van bont" "D" "66
---
70

1823
---
1818" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54943" "Fabricage van bont" "D" "14
---
15

1875
  ---
1874" "V" "O" "Alkmaar." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54947" "Fabricage van bont" "D" "25
---
35

1864
  ---
1854" "V" "O" "Haarlem." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54951" "Fabricage van bont" "D" "13


1876" "M" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54955" "Fabricage van bont" "D" "23
---
24

1866
  ---
1865" "V" "O" "Haarlem." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54959" "Fabricage van bont" "D" "25
---
35

1864
  ---
1854" "V" "G" "Haarlem." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54963" "Fabricage van bont" "D" "25
---
35

1864
  ---
1854" "M" "O" "Haarlem." "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54967" "Fabricage van bont" "D" "51
---
60

1838
  ---
1829" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 3 "79200"
"54971" "Fabricage van bont" "D" "25
---
35

1864
  ---
1854" "M" "G" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 3 "79200"
"54975" "Fabricage van bont" "D" "16
---
17

1873
  ---
1872" "V" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54979" "Fabricage van bont" "D" "23
---
24

1866
  ---
1865" "V" "O" "X" "XIV" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIV/c_/Fabricage_van_bont>" 1 "79200"
"54983" "Fabricage van borstels" "A" "23
---
24

1866
  ---
1865" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 1 "21110"
"54991" "Fabricage van borstels" "A" "25
---
35

1864
  ---
1854" "M" "G" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "21110"
"54999" "Fabricage van borstels" "A" "25
---
35

1864
  ---
1854" "M" "O" "Enkhuizen" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/V/b_/Fabricage_van_borstels>" 1 "21110"
"55007" "Fabricage van borstels" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 1 "21110"
"55015" "Fabricage van borstels" "A" "25
---
35

1864
  ---
1854" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 10 "21110"
"55023" "Fabricage van borstels" "A" "23
---
24

1866
  ---
1865" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 3 "21110"
"55031" "Fabricage van borstels" "A" "36
---
50

1853
  ---
1839" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 10 "21110"
"55039" "Fabricage van borstels" "A" "51
---
60

1838
  ---
1829" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 5 "21110"
"55047" "Fabricage van borstels" "A" "51
---
60

1838
  ---
1829" "M" "G" "Zaandam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/V/b_/Fabricage_van_borstels>" 1 "21110"
"55055" "Fabricage van borstels" "A" "25
---
35

1864
  ---
1854" "M" "O" "Nieuwer Amstel" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/V/b_/Fabricage_van_borstels>" 1 "21110"
"55063" "Fabricage van borstels" "A" "25
---
35

1864
  ---
1854" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 3 "21110"
"55071" "Fabricage van borstels" "A" "66
---
70

1823
---
1818" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 2 "21110"
"55079" "Fabricage van borstels" "A" "51
---
60

1838
  ---
1829" "M" "G" "Alkmaar." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/V/b_/Fabricage_van_borstels>" 2 "21110"
"55087" "Fabricage van borstels" "A" "51
---
60

1838
  ---
1829" "M" "G" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "21110"
"55095" "Fabricage van borstels" "A" "36
---
50

1853
  ---
1839" "M" "G" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "21110"
"55103" "Fabricage van borstels" "A" "51
---
60

1838
  ---
1829" "M" "G" "Enkhuizen" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/V/b_/Fabricage_van_borstels>" 1 "21110"
"55111" "Fabricage van borstels" "A" "36
---
50

1853
  ---
1839" "M" "G" "Alkmaar." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/V/b_/Fabricage_van_borstels>" 2 "21110"
"55119" "Fabricage van borstels" "A" "36
---
50

1853
  ---
1839" "M" "G" "Nieuwer Amstel" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/V/b_/Fabricage_van_borstels>" 1 "21110"
"55127" "Fabricage van borstels" "A" "36
---
50

1853
  ---
1839" "M" "G" "Hilversum" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/V/b_/Fabricage_van_borstels>" 1 "21110"
"55135" "Fabricage van borstels" "D" "61
---
65

1828
  ---
1824" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 2 "94290"
"55142" "Fabricage van borstels" "D" "66
---
70

1823
---
1818" "M" "G" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 2 "94290"
"55149" "Fabricage van borstels" "D" "13


1876" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 2 "94290"
"55156" "Fabricage van borstels" "D" "13


1876" "M" "O" "Alkmaar." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/V/b_/Fabricage_van_borstels>" 1 "94290"
"55163" "Fabricage van borstels" "D" "36
---
50

1853
  ---
1839" "M" "G" "Alkmaar." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/V/b_/Fabricage_van_borstels>" 2 "94290"
"55170" "Fabricage van borstels" "D" "18
---
22

1871
  ---
1867" "M" "O" "Nieuwer Amstel" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/V/b_/Fabricage_van_borstels>" 1 "94290"
"55177" "Fabricage van borstels" "D" "14
---
15

1875
  ---
1874" "M" "O" "Alkmaar." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/V/b_/Fabricage_van_borstels>" 2 "94290"
"55184" "Fabricage van borstels" "D" "25
---
35

1864
  ---
1854" "M" "O" "Nieuwer Amstel" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/V/b_/Fabricage_van_borstels>" 2 "94290"
"55191" "Fabricage van borstels" "D" "18
---
22

1871
  ---
1867" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 1 "94290"
"55198" "Fabricage van borstels" "D" "71
en
daarboven

1818
en
vroeger" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 1 "94290"
"55205" "Fabricage van borstels" "D" "16
---
17

1873
  ---
1872" "M" "O" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "94290"
"55212" "Fabricage van borstels" "D" "14
---
15

1875
  ---
1874" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 6 "94290"
"55219" "Fabricage van borstels" "D" "25
---
35

1864
  ---
1854" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 10 "94290"
"55226" "Fabricage van borstels" "D" "25
---
35

1864
  ---
1854" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 10 "94290"
"55233" "Fabricage van borstels" "D" "61
---
65

1828
  ---
1824" "M" "G" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "94290"
"55240" "Fabricage van borstels" "D" "36
---
50

1853
  ---
1839" "M" "G" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "94290"
"55247" "Fabricage van borstels" "D" "25
---
35

1864
  ---
1854" "M" "O" "Enkhuizen" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/V/b_/Fabricage_van_borstels>" 1 "94290"
"55254" "Fabricage van borstels" "D" "18
---
22

1871
  ---
1867" "M" "O" "Zaandam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/V/b_/Fabricage_van_borstels>" 1 "94290"
"55261" "Fabricage van borstels" "D" "66
---
70

1823
---
1818" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 1 "94290"
"55268" "Fabricage van borstels" "D" "23
---
24

1866
  ---
1865" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 2 "94290"
"55275" "Fabricage van borstels" "D" "36
---
50

1853
  ---
1839" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 20 "94290"
"55282" "Fabricage van borstels" "D" "18
---
22

1871
  ---
1867" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 20 "94290"
"55289" "Fabricage van borstels" "D" "16
---
17

1873
  ---
1872" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 5 "94290"
"55296" "Fabricage van borstels" "D" "36
---
50

1853
  ---
1839" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 1 "94290"
"55303" "Fabricage van borstels" "D" "18
---
22

1871
  ---
1867" "M" "O" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "94290"
"55310" "Fabricage van borstels" "D" "51
---
60

1838
  ---
1829" "M" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 5 "94290"
"55317" "Fabricage van borstels" "D" "16
---
17

1873
  ---
1872" "M" "O" "Zaandam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/V/b_/Fabricage_van_borstels>" 2 "94290"
"55324" "Fabricage van borstels" "D" "25
---
35

1864
  ---
1854" "M" "O" "Alkmaar." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/V/b_/Fabricage_van_borstels>" 2 "94290"
"55331" "Fabricage van borstels" "D" "23
---
24

1866
  ---
1865" "M" "O" "Zaandam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/V/b_/Fabricage_van_borstels>" 1 "94290"
"55338" "Fabricage van borstels" "D" "14
---
15

1875
  ---
1874" "M" "O" "Haarlem." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/V/b_/Fabricage_van_borstels>" 1 "94290"
"55345" "Fabricage van borstels" "D" "25
---
35

1864
  ---
1854" "V" "G" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 1 "94290"
"55352" "Fabricage van borstels" "D" "23
---
24

1866
  ---
1865" "M" "O" "Amsterdam" "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Amsterdam/V/b_/Fabricage_van_borstels>" 9 "94290"
"55359" "Fabricage van borstels" "D" "25
---
35

1864
  ---
1854" "M" "G" "Alkmaar." "V" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/V/b_/Fabricage_van_borstels>" 5 "94290"
"55366" "Fabricage van boter" "A" "36
---
50

1853
  ---
1839" "M" "G" "Weesp" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XVI/k_/Fabricage_van_boter>" 1 "21110"
"55369" "Fabricage van boter" "A" "36
---
50

1853
  ---
1839" "M" "G" "Nieuwer Amstel" "XIV" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIV/k_/Fabricage_van_boter>" 1 "21110"
"55372" "Fabricage van boter" "A" "25
---
35

1864
  ---
1854" "M" "G" "Alkmaar." "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XVI/k_/Fabricage_van_boter>" 1 "21110"
"55375" "Fabricage van boter" "C" "36
---
50

1853
  ---
1839" "M" "G" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55378" "Fabricage van boter" "C" "36
---
50

1853
  ---
1839" "M" "O" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55381" "Fabricage van boter" "C" "51
---
60

1838
  ---
1829" "M" "G" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55384" "Fabricage van boter" "C" "25
---
35

1864
  ---
1854" "M" "G" "Alkmaar." "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55387" "Fabricage van boter" "C" "25
---
35

1864
  ---
1854" "M" "G" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55390" "Fabricage van boter" "C" "25
---
35

1864
  ---
1854" "M" "O" "Weesp" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55393" "Fabricage van boter" "C" "61
---
65

1828
  ---
1824" "M" "G" "Weesp" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55396" "Fabricage van boter" "D" "18
---
22

1871
  ---
1867" "M" "O" "Haarlem." "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XVI/k_/Fabricage_van_boter>" 2 "77530"
"55400" "Fabricage van boter" "D" "23
---
24

1866
  ---
1865" "M" "G" "Haarlem." "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55404" "Fabricage van boter" "D" "14
---
15

1875
  ---
1874" "M" "O" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55408" "Fabricage van boter" "D" "18
---
22

1871
  ---
1867" "M" "O" "Weesp" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55412" "Fabricage van boter" "D" "66
---
70

1823
---
1818" "M" "G" "Weesp" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55416" "Fabricage van boter" "D" "25
---
35

1864
  ---
1854" "M" "G" "Haarlem." "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XVI/k_/Fabricage_van_boter>" 4 "77530"
"55420" "Fabricage van boter" "D" "25
---
35

1864
  ---
1854" "M" "O" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55424" "Fabricage van boter" "D" "18
---
22

1871
  ---
1867" "M" "O" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 4 "77530"
"55428" "Fabricage van boter" "D" "18
---
22

1871
  ---
1867" "M" "G" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 1 "77530"
"55432" "Fabricage van boter" "D" "25
---
35

1864
  ---
1854" "M" "G" "X" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XVI/k_/Fabricage_van_boter>" 4 "77530"
"55436" "Fabricage van boter" "D" "25
---
35

1864
  ---
1854" "M" "G" "Weesp" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XVI/k_/Fabricage_van_boter>" 2 "77530"
"55440" "Fabricage van boter" "D" "51
---
60

1838
  ---
1829" "M" "G" "Weesp" "XVI" "k." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XVI/k_/Fabricage_van_boter>" 1 "77530"
