"sex","municipality","marital_status","occupation","position","population"
"sex-M","ac-11007","marital-Married","hisco-79100","job-A",4
"sex-V","ac-11007","marital-NotMarried","hisco-77870","job-A",1
"sex-M","ac-11007","marital-NotMarried","hisco-61220","job-A",2
"sex-M","ac-11007","marital-NotMarried","hisco-78100","job-D",4
"sex-V","ac-11007","marital-Married","hisco-51020","job-A",1
"sex-M","ac-11007","marital-NotMarried","hisco-95925","job-D",3
"sex-M","ac-11007","marital-Married","hisco-95410","job-A",9
"sex-M","ac-11007","marital-Married","hisco-95410","job-D",6
"sex-M","ac-11007","marital-NotMarried","hisco-95410","job-D",57
"sex-M","ac-11007","marital-Married","hisco-80200","job-A",1
"sex-V","ac-11007","marital-NotMarried","hisco-61220","job-D",40
"sex-M","ac-11007","marital-NotMarried","hisco--1","job-B",1
"sex-M","ac-11007","marital-NotMarried","hisco-83110","job-D",4
"sex-M","ac-11007","marital-NotMarried","hisco-83110","job-B",1
"sex-M","ac-11007","marital-Married","hisco-95410","job-A",13
"sex-M","ac-11007","marital-Married","hisco-95410","job-D",56
"sex-M","ac-11007","marital-Married","hisco-99910","job-D",6
"sex-M","ac-11007","marital-Married","hisco-95120","job-D",6
"sex-M","ac-11007","marital-NotMarried","hisco-95925","job-D",4
"sex-M","ac-11007","marital-Married","hisco-94990","job-D",3
"sex-M","ac-11007","marital-Married","hisco-95120","job-A",4
"sex-M","ac-11007","marital-NotMarried","hisco-77870","job-D",1
"sex-M","ac-11007","marital-Married","hisco-99910","job-D",11
"sex-M","ac-11007","marital-Married","hisco-95410","job-A",17
"sex-M","ac-11007","marital-Married","hisco-95120","job-D",15
"sex-M","ac-11007","marital-Married","hisco-95410","job-B",1
"sex-V","ac-11007","marital-Married","hisco-61220","job-D",2
"sex-M","ac-11007","marital-NotMarried","hisco--1","job-D",19
"sex-M","ac-11007","marital-NotMarried","hisco--1","job-D",21
"sex-M","ac-11007","marital-NotMarried","hisco-61220","job-D",2
"sex-M","ac-11007","marital-Married","hisco-75100","job-D",2
"sex-V","ac-11007","marital-Married","hisco-79510","job-A",5
"sex-V","ac-11007","marital-NotMarried","hisco-41025","job-A",2
"sex-V","ac-11007","marital-NotMarried","hisco-81925","job-D",133
"sex-M","ac-11007","marital-NotMarried","hisco-61220","job-D",40
"sex-M","ac-11007","marital-NotMarried","hisco-94220","job-D",1
"sex-V","ac-11007","marital-Married","hisco-95120","job-A",1
"sex-M","ac-11007","marital-NotMarried","hisco-75710","job-D",3
"sex-M","ac-11007","marital-NotMarried","hisco-80200","job-D",6
"sex-V","ac-11007","marital-Married","hisco-81925","job-D",103
"sex-M","ac-11007","marital-Married","hisco-61220","job-A",193
"sex-M","ac-11007","marital-Married","hisco-61220","job-D",105
"sex-M","ac-11045","marital-Married","hisco--1","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-A",4
"sex-M","ac-11045","marital-NotMarried","hisco-83110","job-A",4
"sex-M","ac-11045","marital-NotMarried","hisco-81990","job-D",1
"sex-M","ac-11045","marital-Married","hisco-95410","job-A",3
"sex-M","ac-11045","marital-Married","hisco-97125","job-D",5
"sex-M","ac-11045","marital-Married","hisco-61270","job-D",3
"sex-M","ac-11045","marital-Married","hisco-61270","job-B",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",6
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-B",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",3
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-75000","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-A",30
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",30
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",29
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",29
"sex-M","ac-11045","marital-NotMarried","hisco-79100","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-98500","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-79100","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-61250","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-77610","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-95120","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",76
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-80200","job-A",2
"sex-M","ac-11045","marital-Married","hisco-74925","job-D",1
"sex-M","ac-11045","marital-Married","hisco-41030","job-A",1
"sex-M","ac-11045","marital-Married","hisco-81990","job-A",3
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-A",5
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-D",3
"sex-M","ac-11045","marital-Married","hisco-41025","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",4
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-71105","job-C",1
"sex-M","ac-11045","marital-NotMarried","hisco-71105","job-D",15
"sex-M","ac-11045","marital-Married","hisco-99900","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco-80200","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-75000","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-79100","job-A",2
"sex-M","ac-11045","marital-Married","hisco-75100","job-A",1
"sex-M","ac-11045","marital-Married","hisco-75100","job-C",1
"sex-M","ac-11045","marital-Married","hisco--1","job-A",4
"sex-M","ac-11045","marital-Married","hisco-77610","job-A",3
"sex-M","ac-11045","marital-Married","hisco-77120","job-A",1
"sex-V","ac-11045","marital-Married","hisco-75100","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",22
"sex-M","ac-11045","marital-NotMarried","hisco-79920","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",13
"sex-M","ac-11045","marital-NotMarried","hisco-56010","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-56010","job-D",2
"sex-V","ac-11045","marital-NotMarried","hisco-56010","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-56010","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",2
"sex-M","ac-11045","marital-Married","hisco-77530","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-41025","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-97125","job-D",2
"sex-M","ac-11045","marital-Married","hisco-41030","job-A",4
"sex-V","ac-11045","marital-Married","hisco-61220","job-D",3
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",20
"sex-V","ac-11045","marital-Married","hisco-77330","job-A",1
"sex-M","ac-11045","marital-Married","hisco-80200","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-A",36
"sex-M","ac-11045","marital-NotMarried","hisco-83110","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",36
"sex-M","ac-11045","marital-NotMarried","hisco-93120","job-D",1
"sex-M","ac-11045","marital-Married","hisco-75100","job-D",4
"sex-M","ac-11045","marital-Married","hisco-75000","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",28
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",28
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-C",1
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-C",1
"sex-M","ac-11045","marital-Married","hisco-83110","job-A",1
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",32
"sex-M","ac-11045","marital-Married","hisco-79100","job-A",5
"sex-M","ac-11045","marital-NotMarried","hisco-77330","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-77250","job-D",2
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",181
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",28
"sex-M","ac-11045","marital-Married","hisco-61220","job-B",14
"sex-M","ac-11045","marital-NotMarried","hisco-80200","job-A",1
"sex-M","ac-11045","marital-Married","hisco-95120","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-B",1
"sex-M","ac-11045","marital-NotMarried","hisco-04217","job-D",1
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",15
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-61270","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",120
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",67
"sex-M","ac-11045","marital-Married","hisco-98500","job-D",3
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",63
"sex-M","ac-11045","marital-Married","hisco-95410","job-D",2
"sex-M","ac-11045","marital-Married","hisco-95410","job-A",9
"sex-M","ac-11045","marital-Married","hisco-41030","job-A",2
"sex-M","ac-11045","marital-Married","hisco-94220","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-74925","job-D",1
"sex-M","ac-11045","marital-Married","hisco-41025","job-B",1
"sex-M","ac-11045","marital-Married","hisco-41030","job-A",5
"sex-M","ac-11045","marital-Married","hisco-75100","job-D",8
"sex-M","ac-11045","marital-NotMarried","hisco-71105","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco-93120","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",20
"sex-V","ac-11045","marital-Married","hisco-61220","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-77120","job-D",1
"sex-V","ac-11045","marital-Married","hisco-56010","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",5
"sex-M","ac-11045","marital-NotMarried","hisco-61250","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-81990","job-A",2
"sex-M","ac-11045","marital-Married","hisco-99900","job-D",8
"sex-V","ac-11045","marital-Married","hisco-99900","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",154
"sex-V","ac-11045","marital-Married","hisco-61220","job-D",10
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",18
"sex-M","ac-11045","marital-NotMarried","hisco-93120","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-A",3
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",12
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",17
"sex-V","ac-11045","marital-NotMarried","hisco--1","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-83110","job-D",1
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",95
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",5
"sex-M","ac-11045","marital-Married","hisco-77330","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-97125","job-D",4
"sex-V","ac-11045","marital-Married","hisco-41030","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-41025","job-A",2
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",5
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",97
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-B",7
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-B",7
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",38
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",38
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",4
"sex-M","ac-11045","marital-Married","hisco-77120","job-D",1
"sex-M","ac-11045","marital-Married","hisco-80200","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-83110","job-A",1
"sex-M","ac-11045","marital-Married","hisco-75100","job-D",1
"sex-M","ac-11045","marital-Married","hisco-04217","job-A",3
"sex-M","ac-11045","marital-NotMarried","hisco-93120","job-B",1
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",52
"sex-M","ac-11045","marital-Married","hisco-51020","job-A",1
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",13
"sex-M","ac-11045","marital-Married","hisco-79100","job-A",3
"sex-V","ac-11045","marital-Married","hisco--1","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",17
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",10
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",12
"sex-M","ac-11045","marital-Married","hisco-99910","job-D",1
"sex-M","ac-11045","marital-Married","hisco-95410","job-A",4
"sex-M","ac-11045","marital-NotMarried","hisco-61250","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",35
"sex-M","ac-11045","marital-NotMarried","hisco-61270","job-D",1
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",133
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",7
"sex-M","ac-11045","marital-Married","hisco-61220","job-B",2
"sex-M","ac-11045","marital-Married","hisco-99900","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-D",4
"sex-M","ac-11045","marital-Married","hisco-61270","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",23
"sex-M","ac-11045","marital-Married","hisco-95410","job-A",1
"sex-M","ac-11045","marital-Married","hisco-93120","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-75000","job-D",2
"sex-M","ac-11045","marital-Married","hisco-80200","job-A",1
"sex-M","ac-11045","marital-Married","hisco-81990","job-A",1
"sex-M","ac-11045","marital-Married","hisco-75710","job-C",2
"sex-M","ac-11045","marital-Married","hisco-79920","job-D",3
"sex-M","ac-11045","marital-NotMarried","hisco-71105","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",20
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",36
"sex-M","ac-11045","marital-Married","hisco-97125","job-D",2
"sex-V","ac-11045","marital-NotMarried","hisco-62410","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",8
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-A",8
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",1
"sex-M","ac-11045","marital-Married","hisco-83110","job-A",4
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",9
"sex-M","ac-11045","marital-Married","hisco-75000","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",32
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",13
"sex-M","ac-11045","marital-Married","hisco-79100","job-A",2
"sex-M","ac-11045","marital-Married","hisco-71105","job-D",6
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-B",1
"sex-M","ac-11045","marital-NotMarried","hisco-77120","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-51020","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-79100","job-D",3
"sex-M","ac-11045","marital-NotMarried","hisco-79310","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-71105","job-D",11
"sex-M","ac-11045","marital-NotMarried","hisco-61250","job-D",3
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",3
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-B",3
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",39
"sex-M","ac-11045","marital-Married","hisco-77330","job-A",3
"sex-M","ac-11045","marital-Married","hisco-77250","job-D",2
"sex-M","ac-11045","marital-Married","hisco-77610","job-D",1
"sex-M","ac-11045","marital-Married","hisco-77610","job-A",1
"sex-M","ac-11045","marital-Married","hisco-75100","job-D",63
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-B",30
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",77
"sex-M","ac-11045","marital-Married","hisco--1","job-A",3
"sex-M","ac-11045","marital-NotMarried","hisco-80200","job-D",1
"sex-M","ac-11045","marital-Married","hisco-99900","job-D",2
"sex-V","ac-11045","marital-Married","hisco-75100","job-D",8
"sex-M","ac-11045","marital-NotMarried","hisco-93920","job-D",1
"sex-M","ac-11045","marital-Married","hisco-56010","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-97125","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-A",2
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",1
"sex-M","ac-11045","marital-Married","hisco-75100","job-D",3
"sex-M","ac-11045","marital-NotMarried","hisco-97145","job-D",1
"sex-M","ac-11045","marital-Married","hisco-41030","job-A",3
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",14
"sex-M","ac-11045","marital-NotMarried","hisco-71105","job-D",3
"sex-M","ac-11045","marital-Married","hisco-81120","job-A",1
"sex-M","ac-11045","marital-Married","hisco-81990","job-B",2
"sex-M","ac-11045","marital-NotMarried","hisco-71105","job-D",2
"sex-M","ac-11045","marital-Married","hisco-95410","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-A",8
"sex-M","ac-11045","marital-Married","hisco--1","job-A",2
"sex-M","ac-11045","marital-Married","hisco-83110","job-A",2
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",23
"sex-M","ac-11045","marital-Married","hisco-77330","job-A",2
"sex-M","ac-11045","marital-Married","hisco-77610","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-95120","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-D",7
"sex-M","ac-11045","marital-Married","hisco-97125","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",24
"sex-M","ac-11045","marital-Married","hisco-04217","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-99900","job-D",1
"sex-V","ac-11045","marital-NotMarried","hisco-56010","job-D",2
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",37
"sex-M","ac-11045","marital-Married","hisco-77330","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-77610","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-95925","job-D",1
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",15
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-80200","job-B",1
"sex-V","ac-11045","marital-NotMarried","hisco-56010","job-D",6
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",18
"sex-M","ac-11045","marital-Married","hisco-56010","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",131
"sex-M","ac-11045","marital-Married","hisco-81925","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-04217","job-A",1
"sex-V","ac-11045","marital-Married","hisco-62410","job-D",1
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",30
"sex-M","ac-11045","marital-Married","hisco-61270","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-98500","job-A",1
"sex-M","ac-11045","marital-Married","hisco-71105","job-D",5
"sex-M","ac-11045","marital-NotMarried","hisco-97125","job-D",5
"sex-M","ac-11045","marital-NotMarried","hisco-98500","job-D",2
"sex-M","ac-11045","marital-Married","hisco-61270","job-A",1
"sex-V","ac-11045","marital-Married","hisco-79510","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",7
"sex-M","ac-11045","marital-Married","hisco-93920","job-D",1
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",205
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",292
"sex-M","ac-11045","marital-Married","hisco-61220","job-B",1
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",27
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",57
"sex-M","ac-11045","marital-Married","hisco-75710","job-C",1
"sex-M","ac-11045","marital-NotMarried","hisco-61270","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",61
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",69
"sex-M","ac-11045","marital-Married","hisco-75100","job-C",2
"sex-M","ac-11045","marital-Married","hisco-75100","job-D",92
"sex-M","ac-11045","marital-Married","hisco-99900","job-D",7
"sex-M","ac-11045","marital-Married","hisco-79310","job-A",1
"sex-M","ac-11045","marital-Married","hisco-79100","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-81990","job-A",1
"sex-M","ac-11045","marital-Married","hisco-95120","job-A",2
"sex-M","ac-11045","marital-Married","hisco-99910","job-D",2
"sex-M","ac-11045","marital-Married","hisco-95410","job-D",6
"sex-M","ac-11045","marital-Married","hisco-95410","job-A",8
"sex-M","ac-11045","marital-NotMarried","hisco-83110","job-D",2
"sex-M","ac-11045","marital-Married","hisco-71105","job-D",34
"sex-V","ac-11045","marital-Married","hisco-79510","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-79310","job-D",2
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",12
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",36
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",58
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-A",1
"sex-M","ac-11045","marital-Married","hisco-98500","job-A",1
"sex-M","ac-11045","marital-Married","hisco-97125","job-D",7
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",50
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",3
"sex-M","ac-11045","marital-Married","hisco-97145","job-D",2
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",9
"sex-M","ac-11045","marital-Married","hisco-95410","job-A",2
"sex-M","ac-11045","marital-Married","hisco-95120","job-A",1
"sex-M","ac-11045","marital-Married","hisco-93120","job-A",2
"sex-V","ac-11045","marital-Married","hisco-61220","job-D",18
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",8
"sex-M","ac-11045","marital-NotMarried","hisco--1","job-D",5
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-D",3
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",78
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",6
"sex-V","ac-11045","marital-Married","hisco-79510","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-95120","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-56010","job-C",1
"sex-M","ac-11045","marital-Married","hisco-71105","job-D",31
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-B",15
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",31
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",45
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",4
"sex-M","ac-11045","marital-Married","hisco-81990","job-A",2
"sex-M","ac-11045","marital-Married","hisco-61270","job-A",2
"sex-M","ac-11045","marital-NotMarried","hisco-97145","job-D",3
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",8
"sex-V","ac-11045","marital-Married","hisco-61220","job-D",2
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",1
"sex-M","ac-11045","marital-Married","hisco-80200","job-A",3
"sex-V","ac-11045","marital-Married","hisco-75100","job-D",1
"sex-M","ac-11045","marital-Married","hisco-75100","job-D",7
"sex-M","ac-11045","marital-NotMarried","hisco-72420","job-B",1
"sex-M","ac-11045","marital-Married","hisco-41025","job-A",2
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-A",4
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",43
"sex-V","ac-11045","marital-Married","hisco-83110","job-A",1
"sex-M","ac-11045","marital-Married","hisco-98500","job-A",2
"sex-V","ac-11045","marital-NotMarried","hisco-75635","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco-56010","job-D",3
"sex-V","ac-11045","marital-NotMarried","hisco-97145","job-D",1
"sex-V","ac-11045","marital-Married","hisco-75100","job-C",1
"sex-V","ac-11045","marital-Married","hisco-75100","job-D",12
"sex-M","ac-11045","marital-Married","hisco-95120","job-D",4
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",11
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",107
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",4
"sex-M","ac-11045","marital-Married","hisco-61220","job-B",3
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",20
"sex-V","ac-11045","marital-NotMarried","hisco-62410","job-D",3
"sex-V","ac-11045","marital-NotMarried","hisco-75100","job-D",40
"sex-M","ac-11045","marital-Married","hisco-71105","job-D",3
"sex-M","ac-11045","marital-NotMarried","hisco-99900","job-D",3
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",43
"sex-V","ac-11045","marital-NotMarried","hisco-97145","job-D",2
"sex-V","ac-11045","marital-Married","hisco-99900","job-D",2
"sex-M","ac-11045","marital-Married","hisco-61220","job-A",77
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-D",14
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",22
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",28
"sex-M","ac-11045","marital-NotMarried","hisco-75100","job-C",3
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",22
"sex-M","ac-11045","marital-Married","hisco-62410","job-D",1
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-D",4
"sex-M","ac-11045","marital-NotMarried","hisco-77330","job-A",1
"sex-M","ac-11045","marital-Married","hisco-61220","job-D",2
"sex-M","ac-11045","marital-NotMarried","hisco-61220","job-A",11
"sex-V","ac-11045","marital-NotMarried","hisco-79510","job-A",7
"sex-M","ac-11045","marital-Married","hisco-71105","job-C",1
"sex-M","ac-11045","marital-Married","hisco-71105","job-D",55
"sex-M","ac-11045","marital-NotMarried","hisco-95410","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-95120","job-A",1
"sex-M","ac-11045","marital-NotMarried","hisco-41030","job-A",1
"sex-V","ac-11045","marital-NotMarried","hisco-61220","job-D",86
"sex-V","ac-11045","marital-Married","hisco-61220","job-A",22
"sex-M","ac-11053","marital-Married","hisco-95120","job-A",1
"sex-M","ac-11053","marital-Married","hisco-95120","job-D",4
"sex-M","ac-11053","marital-NotMarried","hisco-80200","job-D",1
"sex-M","ac-11053","marital-Married","hisco-61220","job-D",2
"sex-V","ac-11053","marital-NotMarried","hisco-79510","job-D",14
"sex-M","ac-11053","marital-NotMarried","hisco-79100","job-D",3
"sex-M","ac-11053","marital-Married","hisco-98500","job-D",1
"sex-M","ac-11053","marital-Married","hisco-98500","job-A",1
"sex-V","ac-11053","marital-NotMarried","hisco-79510","job-A",2
"sex-M","ac-11053","marital-Married","hisco-98500","job-D",4
"sex-M","ac-11053","marital-Married","hisco-98500","job-B",3
"sex-M","ac-11053","marital-Married","hisco-62970","job-D",2
"sex-M","ac-11053","marital-Married","hisco-97145","job-D",6
"sex-M","ac-11053","marital-Married","hisco-41030","job-A",1
"sex-M","ac-11053","marital-Married","hisco-41025","job-A",1
"sex-M","ac-11053","marital-Married","hisco-41025","job-A",3
"sex-M","ac-11053","marital-Married","hisco-61220","job-B",2
