"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occupation" "population" "HISCO"
1876 - 1864" "MANNEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 1 "95000"
"31628" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 3 "95000"
"31645" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 40 "95000"
"31662" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 3 "95000"
"31679" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 4 "95000"
"31696" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 4 "95000"
"31713" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 10 "95000"
"31730" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 70 "95000"
"31747" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "36 - 50
1863 - 1849" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 3 "95000"
"31764" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 9 "95000"
"31781" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 5 "95000"
"31798" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 10 "95000"
"31815" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "23 - 35
1876 - 1864" "MANNEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 50 "95000"
"31832" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "18 - 22
1881 - 1877" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 3 "95000"
"31849" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 20 "95000"
"31866" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 7 "95000"
"31883" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 20 "95000"
"31900" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 1 "95000"
"31917" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 30 "95000"
"31934" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 7 "95000"
"31951" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 2 "95000"
"31968" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "12 of 13
1887 - 1886 " "MANNEN" "O." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 5 "95000"
"31985" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 3 "95000"
"32002" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 2 "95000"
"32019" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 30 "95000"
"32036" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 4 "95000"
"32053" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 9 "95000"
"32070" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "51 - 60
1848 - 1839" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 10 "95000"
"32087" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "61 - 65
1838 - 1834" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 5 "95000"
"32104" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 10 "95000"
"32121" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "18 - 22
1881 - 1877" "MANNEN" "O." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 10 "95000"
"32138" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "66 - 70
1833 - 1829" "MANNEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 3 "95000"
"32155" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 5 "95000"
"32172" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "16 of 17
1883 - 1882" "MANNEN" "O." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 8 "95000"
"32189" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "51 - 60
1848 - 1839" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 4 "95000"
"32206" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "36 - 50
1863 - 1849" "MANNEN" "G." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 2 "95000"
"32223" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "14 of 15
1885 - 1884" "MANNEN" "O." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 9 "95000"
"32240" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "23 - 35
1876 - 1864" "MANNEN" "O." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Bouwen_van_huizen_en_fabrieken__inclusief_aanleg_van_gas-_en_waterleiding_en_centrale_verwarming__steenhouwen_en_marmerbewerking__architecten__teekenaars_en_opzichters_>" 7 "95000"
"32257" "Bouwen van huizen en fabrieken (inclusief aanleg van gas- en waterleiding en centrale verwarming, steenhouwen en marmerbewerking, architecten, teekenaars en opzichters)" "D" "23 - 35
